State,Season,Year Month,Age Category,Sex,Race,Monthly Rate,Rate Type
CO,2023-24,202404.0,≥18 years (Adults),All,Hispanic,10.1,Observed
CO,2023-24,202402.0,≥18 years (Adults),All,Hispanic,23.9,Observed
CO,2023-24,202401.0,≥18 years (Adults),All,Hispanic,35.4,Observed
CO,2023-24,202311.0,≥18 years (Adults),All,Hispanic,63.2,Observed
CO,2023-24,202310.0,≥18 years (Adults),All,Hispanic,56,Observed
CO,2023-24,202403.0,≥18 years (Adults),All,Hispanic,17.7,Observed
CO,2023-24,202409.0,≥18 years (Adults),All,Hispanic,31.6,Observed
CO,2023-24,202408.0,≥18 years (Adults),All,Hispanic,35.4,Observed
CO,2023-24,202405.0,≥18 years (Adults),All,Hispanic,10.1,Observed
CO,2023-24,202406.0,≥18 years (Adults),All,Hispanic,16.3,Observed
CO,2023-24,202407.0,≥18 years (Adults),All,Hispanic,34,Observed
CO,2023-24,202312.0,≥18 years (Adults),All,Hispanic,45.5,Observed
COVID-NET,2023-24,202404.0,1-4 years,All,All,1.9,Observed
COVID-NET,2023-24,202402.0,1-4 years,All,All,5.9,Observed
COVID-NET,2023-24,202401.0,1-4 years,All,All,8.1,Observed
COVID-NET,2023-24,202311.0,1-4 years,All,All,5.3,Observed
COVID-NET,2023-24,202310.0,1-4 years,All,All,4.1,Observed
COVID-NET,2023-24,202403.0,1-4 years,All,All,3.1,Observed
COVID-NET,2023-24,202409.0,1-4 years,All,All,4.2,Observed
COVID-NET,2023-24,202408.0,1-4 years,All,All,5.5,Observed
COVID-NET,2023-24,202405.0,1-4 years,All,All,1.6,Observed
COVID-NET,2023-24,202406.0,1-4 years,All,All,1.7,Observed
COVID-NET,2023-24,202407.0,1-4 years,All,All,3.7,Observed
COVID-NET,2023-24,202312.0,1-4 years,All,All,8.2,Observed
MN,2023-24,202404.0,18-29 years,All,All,1.3,Observed
MN,2023-24,202402.0,18-29 years,All,All,3.3,Observed
MN,2023-24,202401.0,18-29 years,All,All,9.2,Observed
MN,2023-24,202311.0,18-29 years,All,All,7.5,Observed
MN,2023-24,202310.0,18-29 years,All,All,5,Observed
MN,2023-24,202403.0,18-29 years,All,All,1.9,Observed
MN,2023-24,202409.0,18-29 years,All,All,2.9,Observed
MN,2023-24,202408.0,18-29 years,All,All,5.6,Observed
MN,2023-24,202405.0,18-29 years,All,All,1.5,Observed
MN,2023-24,202406.0,18-29 years,All,All,1.7,Observed
MN,2023-24,202407.0,18-29 years,All,All,4.2,Observed
MN,2023-24,202312.0,18-29 years,All,All,9.2,Observed
CA,2023-24,202404.0,75-84 years,All,All,51.5,Observed
CA,2023-24,202402.0,75-84 years,All,All,82.5,Observed
CA,2023-24,202401.0,75-84 years,All,All,145.1,Observed
CA,2023-24,202311.0,75-84 years,All,All,98.8,Observed
CA,2023-24,202310.0,75-84 years,All,All,90.4,Observed
CA,2023-24,202403.0,75-84 years,All,All,62.6,Observed
CA,2023-24,202409.0,75-84 years,All,All,74.7,Observed
CA,2023-24,202408.0,75-84 years,All,All,149.3,Observed
CA,2023-24,202405.0,75-84 years,All,All,58.9,Observed
CA,2023-24,202406.0,75-84 years,All,All,116.7,Observed
CA,2023-24,202407.0,75-84 years,All,All,176.1,Observed
CA,2023-24,202312.0,75-84 years,All,All,162.5,Observed
NM,2023-24,202404.0,50-64 years,All,All,10.9,Observed
NM,2023-24,202402.0,50-64 years,All,All,18.2,Observed
NM,2023-24,202401.0,50-64 years,All,All,23.5,Observed
NM,2023-24,202311.0,50-64 years,All,All,48.2,Observed
NM,2023-24,202310.0,50-64 years,All,All,32.6,Observed
NM,2023-24,202403.0,50-64 years,All,All,13,Observed
NM,2023-24,202409.0,50-64 years,All,All,15.6,Observed
NM,2023-24,202408.0,50-64 years,All,All,18.7,Observed
NM,2023-24,202405.0,50-64 years,All,All,8.3,Observed
NM,2023-24,202406.0,50-64 years,All,All,9.1,Observed
NM,2023-24,202407.0,50-64 years,All,All,17.8,Observed
NM,2023-24,202312.0,50-64 years,All,All,30.8,Observed
COVID-NET,2023-24,202404.0,0-17 years (Children),All,"Black, non-Hispanic",1.8,Observed
COVID-NET,2023-24,202402.0,0-17 years (Children),All,"Black, non-Hispanic",6.5,Observed
COVID-NET,2023-24,202401.0,0-17 years (Children),All,"Black, non-Hispanic",7.1,Observed
COVID-NET,2023-24,202311.0,0-17 years (Children),All,"Black, non-Hispanic",3.9,Observed
COVID-NET,2023-24,202310.0,0-17 years (Children),All,"Black, non-Hispanic",3.1,Observed
COVID-NET,2023-24,202403.0,0-17 years (Children),All,"Black, non-Hispanic",2.5,Observed
COVID-NET,2023-24,202409.0,0-17 years (Children),All,"Black, non-Hispanic",4,Observed
COVID-NET,2023-24,202408.0,0-17 years (Children),All,"Black, non-Hispanic",5.2,Observed
COVID-NET,2023-24,202405.0,0-17 years (Children),All,"Black, non-Hispanic",1.3,Observed
COVID-NET,2023-24,202406.0,0-17 years (Children),All,"Black, non-Hispanic",1.7,Observed
COVID-NET,2023-24,202407.0,0-17 years (Children),All,"Black, non-Hispanic",3.4,Observed
COVID-NET,2023-24,202312.0,0-17 years (Children),All,"Black, non-Hispanic",6.9,Observed
MD,2023-24,202404.0,All,All,"A/PI, non-Hispanic",3,Observed
MD,2023-24,202402.0,All,All,"A/PI, non-Hispanic",10.9,Observed
MD,2023-24,202401.0,All,All,"A/PI, non-Hispanic",10,Observed
MD,2023-24,202311.0,All,All,"A/PI, non-Hispanic",7.9,Observed
MD,2023-24,202310.0,All,All,"A/PI, non-Hispanic",6.3,Observed
MD,2023-24,202403.0,All,All,"A/PI, non-Hispanic",5.6,Observed
MD,2023-24,202409.0,All,All,"A/PI, non-Hispanic",4.9,Observed
MD,2023-24,202408.0,All,All,"A/PI, non-Hispanic",7,Observed
MD,2023-24,202405.0,All,All,"A/PI, non-Hispanic",3,Observed
MD,2023-24,202406.0,All,All,"A/PI, non-Hispanic",4.9,Observed
MD,2023-24,202407.0,All,All,"A/PI, non-Hispanic",7,Observed
MD,2023-24,202312.0,All,All,"A/PI, non-Hispanic",8.6,Observed
CT,2023-24,202404.0,All,All,"White, non-Hispanic",10.6,Observed
CT,2023-24,202402.0,All,All,"White, non-Hispanic",30.3,Observed
CT,2023-24,202401.0,All,All,"White, non-Hispanic",61,Observed
CT,2023-24,202311.0,All,All,"White, non-Hispanic",41.5,Observed
CT,2023-24,202310.0,All,All,"White, non-Hispanic",41,Observed
CT,2023-24,202403.0,All,All,"White, non-Hispanic",18.7,Observed
CT,2023-24,202409.0,All,All,"White, non-Hispanic",28.6,Observed
CT,2023-24,202408.0,All,All,"White, non-Hispanic",33.7,Observed
CT,2023-24,202405.0,All,All,"White, non-Hispanic",9.5,Observed
CT,2023-24,202406.0,All,All,"White, non-Hispanic",11.1,Observed
CT,2023-24,202407.0,All,All,"White, non-Hispanic",20.8,Observed
CT,2023-24,202312.0,All,All,"White, non-Hispanic",66.7,Observed
OR,2023-24,202404.0,≥18 years (Adults),Female,All,20,Observed
OR,2023-24,202402.0,≥18 years (Adults),Female,All,76.9,Observed
OR,2023-24,202401.0,≥18 years (Adults),Female,All,121.5,Observed
OR,2023-24,202311.0,≥18 years (Adults),Female,All,79.8,Observed
OR,2023-24,202310.0,≥18 years (Adults),Female,All,113.3,Observed
OR,2023-24,202403.0,≥18 years (Adults),Female,All,45.8,Observed
OR,2023-24,202409.0,≥18 years (Adults),Female,All,83.3,Observed
OR,2023-24,202408.0,≥18 years (Adults),Female,All,90.4,Observed
OR,2023-24,202405.0,≥18 years (Adults),Female,All,27.6,Observed
OR,2023-24,202406.0,≥18 years (Adults),Female,All,64.6,Observed
OR,2023-24,202407.0,≥18 years (Adults),Female,All,88,Observed
OR,2023-24,202312.0,≥18 years (Adults),Female,All,108,Observed
CO,2023-24,202404.0,≥18 years (Adults),Male,All,18.4,Observed
CO,2023-24,202402.0,≥18 years (Adults),Male,All,46.1,Observed
CO,2023-24,202401.0,≥18 years (Adults),Male,All,78.7,Observed
CO,2023-24,202311.0,≥18 years (Adults),Male,All,104.1,Observed
CO,2023-24,202310.0,≥18 years (Adults),Male,All,113,Observed
CO,2023-24,202403.0,≥18 years (Adults),Male,All,28,Observed
CO,2023-24,202409.0,≥18 years (Adults),Male,All,68.2,Observed
CO,2023-24,202408.0,≥18 years (Adults),Male,All,68.2,Observed
CO,2023-24,202405.0,≥18 years (Adults),Male,All,25,Observed
CO,2023-24,202406.0,≥18 years (Adults),Male,All,32.3,Observed
CO,2023-24,202407.0,≥18 years (Adults),Male,All,60.9,Observed
CO,2023-24,202312.0,≥18 years (Adults),Male,All,90.6,Observed
CT,2022-23,202304.0,≥75 years,All,All,95.3,Observed
CT,2022-23,202212.0,≥75 years,All,All,552.9,Observed
CT,2022-23,202301.0,≥75 years,All,All,539.1,Observed
CT,2022-23,202210.0,≥75 years,All,All,720.9,Observed
CT,2022-23,202308.0,≥75 years,All,All,159.2,Observed
CT,2022-23,202307.0,≥75 years,All,All,67.7,Observed
CT,2022-23,202305.0,≥75 years,All,All,62.7,Observed
CT,2022-23,202302.0,≥75 years,All,All,235.7,Observed
CT,2022-23,202306.0,≥75 years,All,All,61.4,Observed
CT,2022-23,202303.0,≥75 years,All,All,184.3,Observed
CT,2022-23,202211.0,≥75 years,All,All,352.3,Observed
CT,2022-23,202309.0,≥75 years,All,All,208.1,Observed
MN,2022-23,202304.0,40-49 years,All,All,6.5,Observed
MN,2022-23,202212.0,40-49 years,All,All,25.7,Observed
MN,2022-23,202301.0,40-49 years,All,All,17.7,Observed
MN,2022-23,202210.0,40-49 years,All,All,38.4,Observed
MN,2022-23,202308.0,40-49 years,All,All,3,Observed
MN,2022-23,202307.0,40-49 years,All,All,2,Observed
MN,2022-23,202305.0,40-49 years,All,All,2.5,Observed
MN,2022-23,202302.0,40-49 years,All,All,12.5,Observed
MN,2022-23,202306.0,40-49 years,All,All,0.5,Observed
MN,2022-23,202303.0,40-49 years,All,All,9.2,Observed
MN,2022-23,202211.0,40-49 years,All,All,22,Observed
MN,2022-23,202309.0,40-49 years,All,All,6.5,Observed
GA,2022-23,202304.0,18-49 years,All,All,3.7,Observed
GA,2022-23,202212.0,18-49 years,All,All,21.5,Observed
GA,2022-23,202301.0,18-49 years,All,All,17.9,Observed
GA,2022-23,202210.0,18-49 years,All,All,26,Observed
GA,2022-23,202308.0,18-49 years,All,All,9.4,Observed
GA,2022-23,202307.0,18-49 years,All,All,3.7,Observed
GA,2022-23,202305.0,18-49 years,All,All,3.5,Observed
GA,2022-23,202302.0,18-49 years,All,All,10.6,Observed
GA,2022-23,202306.0,18-49 years,All,All,3.3,Observed
GA,2022-23,202303.0,18-49 years,All,All,6.6,Observed
GA,2022-23,202211.0,18-49 years,All,All,9.5,Observed
GA,2022-23,202309.0,18-49 years,All,All,5.5,Observed
CA,2022-23,202304.0,18-49 years,All,All,6,Observed
CA,2022-23,202212.0,18-49 years,All,All,16.2,Observed
CA,2022-23,202301.0,18-49 years,All,All,12.1,Observed
CA,2022-23,202210.0,18-49 years,All,All,16.1,Observed
CA,2022-23,202308.0,18-49 years,All,All,9.5,Observed
CA,2022-23,202307.0,18-49 years,All,All,5.9,Observed
CA,2022-23,202305.0,18-49 years,All,All,5.2,Observed
CA,2022-23,202302.0,18-49 years,All,All,10.7,Observed
CA,2022-23,202306.0,18-49 years,All,All,4.1,Observed
CA,2022-23,202303.0,18-49 years,All,All,8.5,Observed
CA,2022-23,202211.0,18-49 years,All,All,10.7,Observed
CA,2022-23,202309.0,18-49 years,All,All,7.8,Observed
MD,2022-23,202304.0,40-49 years,All,All,1.8,Observed
MD,2022-23,202212.0,40-49 years,All,All,17.3,Observed
MD,2022-23,202301.0,40-49 years,All,All,17.5,Observed
MD,2022-23,202210.0,40-49 years,All,All,24.4,Observed
MD,2022-23,202308.0,40-49 years,All,All,3.5,Observed
MD,2022-23,202307.0,40-49 years,All,All,2.1,Observed
MD,2022-23,202305.0,40-49 years,All,All,1.8,Observed
MD,2022-23,202302.0,40-49 years,All,All,7.7,Observed
MD,2022-23,202306.0,40-49 years,All,All,1.4,Observed
MD,2022-23,202303.0,40-49 years,All,All,3.7,Observed
MD,2022-23,202211.0,40-49 years,All,All,10.7,Observed
MD,2022-23,202309.0,40-49 years,All,All,5.9,Observed
COVID-NET,2022-23,202304.0,0-<1 year,All,All,16.6,Observed
COVID-NET,2022-23,202212.0,0-<1 year,All,All,71.8,Observed
COVID-NET,2022-23,202301.0,0-<1 year,All,All,52.2,Observed
COVID-NET,2022-23,202210.0,0-<1 year,All,All,75.3,Observed
COVID-NET,2022-23,202308.0,0-<1 year,All,All,35.3,Observed
COVID-NET,2022-23,202307.0,0-<1 year,All,All,10.5,Observed
COVID-NET,2022-23,202305.0,0-<1 year,All,All,13.5,Observed
COVID-NET,2022-23,202302.0,0-<1 year,All,All,35.6,Observed
COVID-NET,2022-23,202306.0,0-<1 year,All,All,8.6,Observed
COVID-NET,2022-23,202303.0,0-<1 year,All,All,33.9,Observed
COVID-NET,2022-23,202211.0,0-<1 year,All,All,58.5,Observed
COVID-NET,2022-23,202309.0,0-<1 year,All,All,30.4,Observed
MI,2022-23,202304.0,50-64 years,All,All,17.6,Observed
MI,2022-23,202212.0,50-64 years,All,All,41,Observed
MI,2022-23,202301.0,50-64 years,All,All,25.5,Observed
MI,2022-23,202210.0,50-64 years,All,All,73.6,Observed
MI,2022-23,202308.0,50-64 years,All,All,11,Observed
MI,2022-23,202307.0,50-64 years,All,All,2.6,Observed
MI,2022-23,202305.0,50-64 years,All,All,14.1,Observed
MI,2022-23,202302.0,50-64 years,All,All,17.6,Observed
MI,2022-23,202306.0,50-64 years,All,All,3.5,Observed
MI,2022-23,202303.0,50-64 years,All,All,32.6,Observed
MI,2022-23,202211.0,50-64 years,All,All,25.1,Observed
MI,2022-23,202309.0,50-64 years,All,All,19.4,Observed
COVID-NET,2022-23,202304.0,All,All,"Black, non-Hispanic",11.4,Observed
COVID-NET,2022-23,202212.0,All,All,"Black, non-Hispanic",51.4,Observed
COVID-NET,2022-23,202301.0,All,All,"Black, non-Hispanic",43.7,Observed
COVID-NET,2022-23,202210.0,All,All,"Black, non-Hispanic",58.4,Observed
COVID-NET,2022-23,202308.0,All,All,"Black, non-Hispanic",18.6,Observed
COVID-NET,2022-23,202307.0,All,All,"Black, non-Hispanic",9.2,Observed
COVID-NET,2022-23,202305.0,All,All,"Black, non-Hispanic",8.3,Observed
COVID-NET,2022-23,202302.0,All,All,"Black, non-Hispanic",27.1,Observed
COVID-NET,2022-23,202306.0,All,All,"Black, non-Hispanic",6.1,Observed
COVID-NET,2022-23,202303.0,All,All,"Black, non-Hispanic",19.9,Observed
COVID-NET,2022-23,202211.0,All,All,"Black, non-Hispanic",32,Observed
COVID-NET,2022-23,202309.0,All,All,"Black, non-Hispanic",19.4,Observed
OR,2022-23,202304.0,≥18 years (Adults),All,"A/PI, non-Hispanic",49.1,Observed
OR,2022-23,202212.0,≥18 years (Adults),All,"A/PI, non-Hispanic",89,Observed
OR,2022-23,202301.0,≥18 years (Adults),All,"A/PI, non-Hispanic",67.5,Observed
OR,2022-23,202210.0,≥18 years (Adults),All,"A/PI, non-Hispanic",104.3,Observed
OR,2022-23,202308.0,≥18 years (Adults),All,"A/PI, non-Hispanic",43,Observed
OR,2022-23,202307.0,≥18 years (Adults),All,"A/PI, non-Hispanic",30.7,Observed
OR,2022-23,202305.0,≥18 years (Adults),All,"A/PI, non-Hispanic",30.7,Observed
OR,2022-23,202302.0,≥18 years (Adults),All,"A/PI, non-Hispanic",73.6,Observed
OR,2022-23,202306.0,≥18 years (Adults),All,"A/PI, non-Hispanic",36.8,Observed
OR,2022-23,202303.0,≥18 years (Adults),All,"A/PI, non-Hispanic",55.2,Observed
OR,2022-23,202211.0,≥18 years (Adults),All,"A/PI, non-Hispanic",116.6,Observed
OR,2022-23,202309.0,≥18 years (Adults),All,"A/PI, non-Hispanic",79.8,Observed
NY,2022-23,202304.0,≥18 years (Adults),Female,All,140,Observed
NY,2022-23,202212.0,≥18 years (Adults),Female,All,283.9,Observed
NY,2022-23,202301.0,≥18 years (Adults),Female,All,288.3,Observed
NY,2022-23,202210.0,≥18 years (Adults),Female,All,600.7,Observed
NY,2022-23,202308.0,≥18 years (Adults),Female,All,87.4,Observed
NY,2022-23,202307.0,≥18 years (Adults),Female,All,45.9,Observed
NY,2022-23,202305.0,≥18 years (Adults),Female,All,88.8,Observed
NY,2022-23,202302.0,≥18 years (Adults),Female,All,254.5,Observed
NY,2022-23,202306.0,≥18 years (Adults),Female,All,45.4,Observed
NY,2022-23,202303.0,≥18 years (Adults),Female,All,218.7,Observed
NY,2022-23,202211.0,≥18 years (Adults),Female,All,240.5,Observed
NY,2022-23,202309.0,≥18 years (Adults),Female,All,149.2,Observed
CO,2024-25,202507.0,≥18 years (Adults),All,Hispanic,7.2,Observed
CO,2024-25,202410.0,≥18 years (Adults),All,Hispanic,15.3,Observed
CO,2024-25,202411.0,≥18 years (Adults),All,Hispanic,16.3,Observed
CO,2024-25,202503.0,≥18 years (Adults),All,Hispanic,7.2,Observed
CO,2024-25,202502.0,≥18 years (Adults),All,Hispanic,12,Observed
CO,2024-25,202504.0,≥18 years (Adults),All,Hispanic,6.7,Observed
CO,2024-25,202412.0,≥18 years (Adults),All,Hispanic,17.2,Observed
CO,2024-25,202506.0,≥18 years (Adults),All,Hispanic,6.2,Observed
CO,2024-25,202508.0,≥18 years (Adults),All,Hispanic,19.6,Observed
CO,2024-25,202501.0,≥18 years (Adults),All,Hispanic,17.7,Observed
CO,2024-25,202509.0,≥18 years (Adults),All,Hispanic,20.1,Observed
CO,2024-25,202505.0,≥18 years (Adults),All,Hispanic,8.1,Observed
COVID-NET,2024-25,202507.0,1-4 years,All,All,1.4,Observed
COVID-NET,2024-25,202410.0,1-4 years,All,All,3.7,Observed
COVID-NET,2024-25,202411.0,1-4 years,All,All,2,Observed
COVID-NET,2024-25,202503.0,1-4 years,All,All,2.7,Observed
COVID-NET,2024-25,202502.0,1-4 years,All,All,3.3,Observed
COVID-NET,2024-25,202504.0,1-4 years,All,All,1.7,Observed
COVID-NET,2024-25,202412.0,1-4 years,All,All,3.1,Observed
COVID-NET,2024-25,202506.0,1-4 years,All,All,0.9,Observed
COVID-NET,2024-25,202508.0,1-4 years,All,All,3.8,Observed
COVID-NET,2024-25,202501.0,1-4 years,All,All,4.9,Observed
COVID-NET,2024-25,202509.0,1-4 years,All,All,3.4,Observed
COVID-NET,2024-25,202505.0,1-4 years,All,All,1.5,Observed
MN,2024-25,202507.0,18-29 years,All,All,0.7,Observed
MN,2024-25,202410.0,18-29 years,All,All,1.9,Observed
MN,2024-25,202411.0,18-29 years,All,All,1,Observed
MN,2024-25,202503.0,18-29 years,All,All,1.3,Observed
MN,2024-25,202502.0,18-29 years,All,All,3.6,Observed
MN,2024-25,202504.0,18-29 years,All,All,1.5,Observed
MN,2024-25,202412.0,18-29 years,All,All,2.8,Observed
MN,2024-25,202506.0,18-29 years,All,All,0.5,Observed
MN,2024-25,202508.0,18-29 years,All,All,1.7,Observed
MN,2024-25,202501.0,18-29 years,All,All,3.8,Observed
MN,2024-25,202509.0,18-29 years,All,All,2,Observed
MN,2024-25,202505.0,18-29 years,All,All,0.6,Observed
CA,2024-25,202507.0,75-84 years,All,All,51.5,Observed
CA,2024-25,202410.0,75-84 years,All,All,42.6,Observed
CA,2024-25,202411.0,75-84 years,All,All,33.1,Observed
CA,2024-25,202503.0,75-84 years,All,All,21.6,Observed
CA,2024-25,202502.0,75-84 years,All,All,30.5,Observed
CA,2024-25,202504.0,75-84 years,All,All,23.1,Observed
CA,2024-25,202412.0,75-84 years,All,All,36.8,Observed
CA,2024-25,202506.0,75-84 years,All,All,34.7,Observed
CA,2024-25,202508.0,75-84 years,All,All,91.5,Observed
CA,2024-25,202501.0,75-84 years,All,All,35.2,Observed
CA,2024-25,202509.0,75-84 years,All,All,65.7,Observed
CA,2024-25,202505.0,75-84 years,All,All,36.8,Observed
NM,2024-25,202507.0,50-64 years,All,All,3,Observed
NM,2024-25,202410.0,50-64 years,All,All,14.8,Observed
NM,2024-25,202411.0,50-64 years,All,All,20,Observed
NM,2024-25,202503.0,50-64 years,All,All,4.3,Observed
NM,2024-25,202502.0,50-64 years,All,All,9.6,Observed
NM,2024-25,202504.0,50-64 years,All,All,1.7,Observed
NM,2024-25,202412.0,50-64 years,All,All,23.9,Observed
NM,2024-25,202506.0,50-64 years,All,All,1.3,Observed
NM,2024-25,202508.0,50-64 years,All,All,5.2,Observed
NM,2024-25,202501.0,50-64 years,All,All,19.5,Observed
NM,2024-25,202509.0,50-64 years,All,All,3.5,Observed
NM,2024-25,202505.0,50-64 years,All,All,4.3,Observed
COVID-NET,2024-25,202507.0,0-17 years (Children),All,"Black, non-Hispanic",2.1,Observed
COVID-NET,2024-25,202410.0,0-17 years (Children),All,"Black, non-Hispanic",2.4,Observed
COVID-NET,2024-25,202411.0,0-17 years (Children),All,"Black, non-Hispanic",1.6,Observed
COVID-NET,2024-25,202503.0,0-17 years (Children),All,"Black, non-Hispanic",2.2,Observed
COVID-NET,2024-25,202502.0,0-17 years (Children),All,"Black, non-Hispanic",2.7,Observed
COVID-NET,2024-25,202504.0,0-17 years (Children),All,"Black, non-Hispanic",2,Observed
COVID-NET,2024-25,202412.0,0-17 years (Children),All,"Black, non-Hispanic",1.9,Observed
COVID-NET,2024-25,202506.0,0-17 years (Children),All,"Black, non-Hispanic",0.8,Observed
COVID-NET,2024-25,202508.0,0-17 years (Children),All,"Black, non-Hispanic",3,Observed
COVID-NET,2024-25,202501.0,0-17 years (Children),All,"Black, non-Hispanic",3.6,Observed
COVID-NET,2024-25,202509.0,0-17 years (Children),All,"Black, non-Hispanic",2.2,Observed
COVID-NET,2024-25,202505.0,0-17 years (Children),All,"Black, non-Hispanic",1.3,Observed
MD,2024-25,202507.0,All,All,"A/PI, non-Hispanic",2.3,Observed
MD,2024-25,202410.0,All,All,"A/PI, non-Hispanic",2.1,Observed
MD,2024-25,202411.0,All,All,"A/PI, non-Hispanic",0.9,Observed
MD,2024-25,202503.0,All,All,"A/PI, non-Hispanic",3.3,Observed
MD,2024-25,202502.0,All,All,"A/PI, non-Hispanic",3,Observed
MD,2024-25,202504.0,All,All,"A/PI, non-Hispanic",0.9,Observed
MD,2024-25,202412.0,All,All,"A/PI, non-Hispanic",2.1,Observed
MD,2024-25,202506.0,All,All,"A/PI, non-Hispanic",0.9,Observed
MD,2024-25,202508.0,All,All,"A/PI, non-Hispanic",3.7,Observed
MD,2024-25,202501.0,All,All,"A/PI, non-Hispanic",4.2,Observed
MD,2024-25,202509.0,All,All,"A/PI, non-Hispanic",5.3,Observed
MD,2024-25,202505.0,All,All,"A/PI, non-Hispanic",0.2,Observed
CT,2024-25,202507.0,All,All,"White, non-Hispanic",6.6,Observed
CT,2024-25,202410.0,All,All,"White, non-Hispanic",20.9,Observed
CT,2024-25,202411.0,All,All,"White, non-Hispanic",16.4,Observed
CT,2024-25,202503.0,All,All,"White, non-Hispanic",15.6,Observed
CT,2024-25,202502.0,All,All,"White, non-Hispanic",25.1,Observed
CT,2024-25,202504.0,All,All,"White, non-Hispanic",10.5,Observed
CT,2024-25,202412.0,All,All,"White, non-Hispanic",31.4,Observed
CT,2024-25,202506.0,All,All,"White, non-Hispanic",4.4,Observed
CT,2024-25,202508.0,All,All,"White, non-Hispanic",10.3,Observed
CT,2024-25,202501.0,All,All,"White, non-Hispanic",34.8,Observed
CT,2024-25,202509.0,All,All,"White, non-Hispanic",14.6,Observed
CT,2024-25,202505.0,All,All,"White, non-Hispanic",6.9,Observed
OR,2024-25,202507.0,≥18 years (Adults),Female,All,29.9,Observed
OR,2024-25,202410.0,≥18 years (Adults),Female,All,75.7,Observed
OR,2024-25,202411.0,≥18 years (Adults),Female,All,24.7,Observed
OR,2024-25,202503.0,≥18 years (Adults),Female,All,29.9,Observed
OR,2024-25,202502.0,≥18 years (Adults),Female,All,28.8,Observed
OR,2024-25,202504.0,≥18 years (Adults),Female,All,21.7,Observed
OR,2024-25,202412.0,≥18 years (Adults),Female,All,28.8,Observed
OR,2024-25,202506.0,≥18 years (Adults),Female,All,28.8,Observed
OR,2024-25,202508.0,≥18 years (Adults),Female,All,56.3,Observed
OR,2024-25,202501.0,≥18 years (Adults),Female,All,24.7,Observed
OR,2024-25,202509.0,≥18 years (Adults),Female,All,45.2,Observed
OR,2024-25,202505.0,≥18 years (Adults),Female,All,34,Observed
CO,2024-25,202507.0,≥18 years (Adults),Male,All,15.1,Observed
CO,2024-25,202410.0,≥18 years (Adults),Male,All,48.1,Observed
CO,2024-25,202411.0,≥18 years (Adults),Male,All,40.5,Observed
CO,2024-25,202503.0,≥18 years (Adults),Male,All,24.4,Observed
CO,2024-25,202502.0,≥18 years (Adults),Male,All,29.3,Observed
CO,2024-25,202504.0,≥18 years (Adults),Male,All,13.5,Observed
CO,2024-25,202412.0,≥18 years (Adults),Male,All,60.6,Observed
CO,2024-25,202506.0,≥18 years (Adults),Male,All,13.5,Observed
CO,2024-25,202508.0,≥18 years (Adults),Male,All,33.3,Observed
CO,2024-25,202501.0,≥18 years (Adults),Male,All,50.1,Observed
CO,2024-25,202509.0,≥18 years (Adults),Male,All,28,Observed
CO,2024-25,202505.0,≥18 years (Adults),Male,All,17.5,Observed
CT,2023-24,202404.0,≥65 years,All,All,33,Observed
CT,2023-24,202402.0,≥65 years,All,All,93.6,Observed
CT,2023-24,202401.0,≥65 years,All,All,193,Observed
CT,2023-24,202311.0,≥65 years,All,All,127.8,Observed
CT,2023-24,202310.0,≥65 years,All,All,127,Observed
CT,2023-24,202403.0,≥65 years,All,All,60.2,Observed
CT,2023-24,202409.0,≥65 years,All,All,97.3,Observed
CT,2023-24,202408.0,≥65 years,All,All,102.8,Observed
CT,2023-24,202405.0,≥65 years,All,All,33,Observed
CT,2023-24,202406.0,≥65 years,All,All,36.8,Observed
CT,2023-24,202407.0,≥65 years,All,All,68.5,Observed
CT,2023-24,202312.0,≥65 years,All,All,210.2,Observed
TN,2023-24,202404.0,≥65 years,All,All,22.7,Observed
TN,2023-24,202402.0,≥65 years,All,All,84.6,Observed
TN,2023-24,202401.0,≥65 years,All,All,106.2,Observed
TN,2023-24,202311.0,≥65 years,All,All,80.5,Observed
TN,2023-24,202310.0,≥65 years,All,All,54,Observed
TN,2023-24,202403.0,≥65 years,All,All,70,Observed
TN,2023-24,202409.0,≥65 years,All,All,48.8,Observed
TN,2023-24,202408.0,≥65 years,All,All,83.8,Observed
TN,2023-24,202405.0,≥65 years,All,All,6.7,Observed
TN,2023-24,202406.0,≥65 years,All,All,26.1,Observed
TN,2023-24,202407.0,≥65 years,All,All,52.2,Observed
TN,2023-24,202312.0,≥65 years,All,All,102.1,Observed
CO,2023-24,202404.0,18-49 years,All,All,0.5,Observed
CO,2023-24,202402.0,18-49 years,All,All,3.6,Observed
CO,2023-24,202401.0,18-49 years,All,All,6.4,Observed
CO,2023-24,202311.0,18-49 years,All,All,7.6,Observed
CO,2023-24,202310.0,18-49 years,All,All,6.8,Observed
CO,2023-24,202403.0,18-49 years,All,All,2.3,Observed
CO,2023-24,202409.0,18-49 years,All,All,4.4,Observed
CO,2023-24,202408.0,18-49 years,All,All,4.5,Observed
CO,2023-24,202405.0,18-49 years,All,All,1.8,Observed
CO,2023-24,202406.0,18-49 years,All,All,2.3,Observed
CO,2023-24,202407.0,18-49 years,All,All,4.6,Observed
CO,2023-24,202312.0,18-49 years,All,All,6.8,Observed
COVID-NET,2023-24,202404.0,40-49 years,All,All,1.9,Observed
COVID-NET,2023-24,202402.0,40-49 years,All,All,7.6,Observed
