State,Season,Year Month,Age Category,Sex,Race,Monthly Rate,Rate Type
GA,2020-21,202106.0,18-49 years,All,All,12,Observed
GA,2020-21,202011.0,18-49 years,All,All,27.8,Observed
GA,2020-21,202108.0,18-49 years,All,All,85.9,Observed
GA,2020-21,202105.0,18-49 years,All,All,24.9,Observed
GA,2020-21,202010.0,18-49 years,All,All,40.6,Observed
GA,2020-21,202101.0,18-49 years,All,All,62.2,Observed
GA,2020-21,202102.0,18-49 years,All,All,34.8,Observed
GA,2020-21,202104.0,18-49 years,All,All,34,Observed
GA,2020-21,202107.0,18-49 years,All,All,32.5,Observed
CA,2020-21,202103.0,18-49 years,All,All,10.4,Observed
CA,2020-21,202012.0,18-49 years,All,All,34.3,Observed
CA,2020-21,202106.0,18-49 years,All,All,6.8,Observed
CA,2020-21,202011.0,18-49 years,All,All,14.4,Observed
CA,2020-21,202108.0,18-49 years,All,All,38.3,Observed
CA,2020-21,202105.0,18-49 years,All,All,8,Observed
CA,2020-21,202010.0,18-49 years,All,All,17.2,Observed
CA,2020-21,202101.0,18-49 years,All,All,36.2,Observed
CA,2020-21,202102.0,18-49 years,All,All,15.3,Observed
CA,2020-21,202104.0,18-49 years,All,All,11,Observed
CA,2020-21,202107.0,18-49 years,All,All,22.6,Observed
MD,2020-21,202103.0,40-49 years,All,All,43.3,Observed
MD,2020-21,202012.0,40-49 years,All,All,68.7,Observed
MD,2020-21,202106.0,40-49 years,All,All,5.8,Observed
MD,2020-21,202011.0,40-49 years,All,All,59.3,Observed
MD,2020-21,202108.0,40-49 years,All,All,45,Observed
MD,2020-21,202105.0,40-49 years,All,All,27.7,Observed
MD,2020-21,202010.0,40-49 years,All,All,43.8,Observed
MD,2020-21,202101.0,40-49 years,All,All,64.1,Observed
MD,2020-21,202102.0,40-49 years,All,All,30.3,Observed
MD,2020-21,202104.0,40-49 years,All,All,71.8,Observed
MD,2020-21,202107.0,40-49 years,All,All,11.5,Observed
COVID-NET,2020-21,202103.0,0-<1 year,All,All,11.3,Observed
COVID-NET,2020-21,202012.0,0-<1 year,All,All,28.5,Observed
COVID-NET,2020-21,202106.0,0-<1 year,All,All,5.9,Observed
COVID-NET,2020-21,202011.0,0-<1 year,All,All,22.9,Observed
COVID-NET,2020-21,202108.0,0-<1 year,All,All,28.5,Observed
COVID-NET,2020-21,202105.0,0-<1 year,All,All,11.6,Observed
COVID-NET,2020-21,202010.0,0-<1 year,All,All,18.3,Observed
COVID-NET,2020-21,202101.0,0-<1 year,All,All,25.6,Observed
COVID-NET,2020-21,202102.0,0-<1 year,All,All,11.8,Observed
COVID-NET,2020-21,202104.0,0-<1 year,All,All,15.9,Observed
COVID-NET,2020-21,202107.0,0-<1 year,All,All,11,Observed
MI,2020-21,202103.0,50-64 years,All,All,88.6,Observed
MI,2020-21,202012.0,50-64 years,All,All,118.6,Observed
MI,2020-21,202106.0,50-64 years,All,All,10.7,Observed
MI,2020-21,202011.0,50-64 years,All,All,108.3,Observed
MI,2020-21,202108.0,50-64 years,All,All,43.7,Observed
MI,2020-21,202105.0,50-64 years,All,All,61.7,Observed
MI,2020-21,202010.0,50-64 years,All,All,47.1,Observed
MI,2020-21,202101.0,50-64 years,All,All,57.4,Observed
MI,2020-21,202102.0,50-64 years,All,All,25.7,Observed
MI,2020-21,202104.0,50-64 years,All,All,184.1,Observed
MI,2020-21,202107.0,50-64 years,All,All,12.8,Observed
COVID-NET,2020-21,202103.0,All,All,"Black, non-Hispanic",56.7,Observed
COVID-NET,2020-21,202012.0,All,All,"Black, non-Hispanic",116.3,Observed
COVID-NET,2020-21,202106.0,All,All,"Black, non-Hispanic",13.4,Observed
COVID-NET,2020-21,202011.0,All,All,"Black, non-Hispanic",76.9,Observed
COVID-NET,2020-21,202108.0,All,All,"Black, non-Hispanic",87.9,Observed
COVID-NET,2020-21,202105.0,All,All,"Black, non-Hispanic",39.9,Observed
COVID-NET,2020-21,202010.0,All,All,"Black, non-Hispanic",61.6,Observed
COVID-NET,2020-21,202101.0,All,All,"Black, non-Hispanic",109.4,Observed
COVID-NET,2020-21,202102.0,All,All,"Black, non-Hispanic",56.1,Observed
COVID-NET,2020-21,202104.0,All,All,"Black, non-Hispanic",75.2,Observed
COVID-NET,2020-21,202107.0,All,All,"Black, non-Hispanic",30.9,Observed
OR,2020-21,202103.0,≥18 years (Adults),All,"A/PI, non-Hispanic",41.1,Observed
OR,2020-21,202012.0,≥18 years (Adults),All,"A/PI, non-Hispanic",259,Observed
OR,2020-21,202106.0,≥18 years (Adults),All,"A/PI, non-Hispanic",12.6,Observed
OR,2020-21,202011.0,≥18 years (Adults),All,"A/PI, non-Hispanic",240,Observed
OR,2020-21,202108.0,≥18 years (Adults),All,"A/PI, non-Hispanic",88.4,Observed
OR,2020-21,202105.0,≥18 years (Adults),All,"A/PI, non-Hispanic",69.5,Observed
OR,2020-21,202010.0,≥18 years (Adults),All,"A/PI, non-Hispanic",91.6,Observed
OR,2020-21,202101.0,≥18 years (Adults),All,"A/PI, non-Hispanic",104.2,Observed
OR,2020-21,202102.0,≥18 years (Adults),All,"A/PI, non-Hispanic",75.8,Observed
OR,2020-21,202104.0,≥18 years (Adults),All,"A/PI, non-Hispanic",82.1,Observed
OR,2020-21,202107.0,≥18 years (Adults),All,"A/PI, non-Hispanic",15.8,Observed
NY,2020-21,202103.0,≥18 years (Adults),Female,All,200.3,Observed
NY,2020-21,202012.0,≥18 years (Adults),Female,All,808.6,Observed
NY,2020-21,202106.0,≥18 years (Adults),Female,All,46.6,Observed
NY,2020-21,202011.0,≥18 years (Adults),Female,All,284.4,Observed
NY,2020-21,202108.0,≥18 years (Adults),Female,All,178.2,Observed
NY,2020-21,202105.0,≥18 years (Adults),Female,All,199.9,Observed
NY,2020-21,202010.0,≥18 years (Adults),Female,All,110.5,Observed
NY,2020-21,202101.0,≥18 years (Adults),Female,All,737.5,Observed
NY,2020-21,202102.0,≥18 years (Adults),Female,All,244.6,Observed
NY,2020-21,202104.0,≥18 years (Adults),Female,All,283.5,Observed
NY,2020-21,202107.0,≥18 years (Adults),Female,All,49.5,Observed
MD,2021-22,202202.0,0-17 years (Children),All,All,5.6,Observed
MD,2021-22,202205.0,0-17 years (Children),All,All,7,Observed
MD,2021-22,202111.0,0-17 years (Children),All,All,4.1,Observed
MD,2021-22,202203.0,0-17 years (Children),All,All,2.3,Observed
MD,2021-22,202201.0,0-17 years (Children),All,All,28.2,Observed
MD,2021-22,202206.0,0-17 years (Children),All,All,6.4,Observed
MD,2021-22,202112.0,0-17 years (Children),All,All,21.1,Observed
MD,2021-22,202110.0,0-17 years (Children),All,All,10.9,Observed
MD,2021-22,202207.0,0-17 years (Children),All,All,7.9,Observed
MD,2021-22,202204.0,0-17 years (Children),All,All,2.4,Observed
MD,2021-22,202208.0,0-17 years (Children),All,All,8.9,Observed
OR,2021-22,202202.0,18-29 years,All,All,25.3,Observed
OR,2021-22,202205.0,18-29 years,All,All,13,Observed
OR,2021-22,202111.0,18-29 years,All,All,7.6,Observed
OR,2021-22,202203.0,18-29 years,All,All,8.7,Observed
OR,2021-22,202201.0,18-29 years,All,All,39.4,Observed
OR,2021-22,202206.0,18-29 years,All,All,18.4,Observed
OR,2021-22,202112.0,18-29 years,All,All,13.4,Observed
OR,2021-22,202110.0,18-29 years,All,All,27.4,Observed
OR,2021-22,202207.0,18-29 years,All,All,21.7,Observed
OR,2021-22,202204.0,18-29 years,All,All,9,Observed
OR,2021-22,202208.0,18-29 years,All,All,15.2,Observed
COVID-NET,2021-22,202202.0,5-17 years,All,All,5.4,Observed
COVID-NET,2021-22,202205.0,5-17 years,All,All,3.7,Observed
COVID-NET,2021-22,202111.0,5-17 years,All,All,4.4,Observed
COVID-NET,2021-22,202203.0,5-17 years,All,All,2.3,Observed
COVID-NET,2021-22,202201.0,5-17 years,All,All,17.1,Observed
COVID-NET,2021-22,202206.0,5-17 years,All,All,3.7,Observed
COVID-NET,2021-22,202112.0,5-17 years,All,All,9.2,Observed
COVID-NET,2021-22,202110.0,5-17 years,All,All,10.4,Observed
COVID-NET,2021-22,202207.0,5-17 years,All,All,4.7,Observed
COVID-NET,2021-22,202204.0,5-17 years,All,All,1.6,Observed
COVID-NET,2021-22,202208.0,5-17 years,All,All,4.8,Observed
GA,2021-22,202202.0,0-<6 months,All,All,20.6,Observed
GA,2021-22,202205.0,0-<6 months,All,All,37.1,Observed
GA,2021-22,202111.0,0-<6 months,All,All,24.8,Observed
GA,2021-22,202203.0,0-<6 months,All,All,4.1,Observed
GA,2021-22,202201.0,0-<6 months,All,All,260,Observed
GA,2021-22,202206.0,0-<6 months,All,All,37.1,Observed
GA,2021-22,202112.0,0-<6 months,All,All,214.6,Observed
GA,2021-22,202110.0,0-<6 months,All,All,74.3,Observed
GA,2021-22,202207.0,0-<6 months,All,All,94.9,Observed
GA,2021-22,202204.0,0-<6 months,All,All,12.4,Observed
GA,2021-22,202208.0,0-<6 months,All,All,115.6,Observed
NM,2021-22,202202.0,0-<1 year,All,All,54.4,Observed
NM,2021-22,202205.0,0-<1 year,All,All,38.9,Observed
NM,2021-22,202111.0,0-<1 year,All,All,46.6,Observed
NM,2021-22,202203.0,0-<1 year,All,All,31.1,Observed
NM,2021-22,202201.0,0-<1 year,All,All,240.9,Observed
NM,2021-22,202206.0,0-<1 year,All,All,77.7,Observed
NM,2021-22,202112.0,0-<1 year,All,All,85.5,Observed
NM,2021-22,202110.0,0-<1 year,All,All,46.6,Observed
NM,2021-22,202207.0,0-<1 year,All,All,108.8,Observed
NM,2021-22,202204.0,0-<1 year,All,All,23.3,Observed
NM,2021-22,202208.0,0-<1 year,All,All,85.5,Observed
NM,2021-22,202202.0,0-4 years,All,All,26.7,Observed
NM,2021-22,202205.0,0-4 years,All,All,11.9,Observed
NM,2021-22,202111.0,0-4 years,All,All,13.3,Observed
NM,2021-22,202203.0,0-4 years,All,All,13.3,Observed
NM,2021-22,202201.0,0-4 years,All,All,91.9,Observed
NM,2021-22,202206.0,0-4 years,All,All,29.6,Observed
NM,2021-22,202112.0,0-4 years,All,All,19.3,Observed
NM,2021-22,202110.0,0-4 years,All,All,13.3,Observed
NM,2021-22,202207.0,0-4 years,All,All,26.7,Observed
NM,2021-22,202204.0,0-4 years,All,All,8.9,Observed
NM,2021-22,202208.0,0-4 years,All,All,35.6,Observed
MN,2021-22,202202.0,0-17 years (Children),All,"Black, non-Hispanic",16.5,Observed
MN,2021-22,202205.0,0-17 years (Children),All,"Black, non-Hispanic",11.3,Observed
MN,2021-22,202111.0,0-17 years (Children),All,"Black, non-Hispanic",17.4,Observed
MN,2021-22,202203.0,0-17 years (Children),All,"Black, non-Hispanic",4.4,Observed
MN,2021-22,202201.0,0-17 years (Children),All,"Black, non-Hispanic",47.9,Observed
MN,2021-22,202206.0,0-17 years (Children),All,"Black, non-Hispanic",21.8,Observed
MN,2021-22,202112.0,0-17 years (Children),All,"Black, non-Hispanic",22.6,Observed
MN,2021-22,202110.0,0-17 years (Children),All,"Black, non-Hispanic",26.1,Observed
MN,2021-22,202207.0,0-17 years (Children),All,"Black, non-Hispanic",17.4,Observed
MN,2021-22,202204.0,0-17 years (Children),All,"Black, non-Hispanic",2.6,Observed
MN,2021-22,202208.0,0-17 years (Children),All,"Black, non-Hispanic",19.2,Observed
NM,2021-22,202202.0,All,All,"Black, non-Hispanic",82.9,Observed
NM,2021-22,202205.0,All,All,"Black, non-Hispanic",15.8,Observed
NM,2021-22,202111.0,All,All,"Black, non-Hispanic",90.7,Observed
NM,2021-22,202203.0,All,All,"Black, non-Hispanic",23.7,Observed
NM,2021-22,202201.0,All,All,"Black, non-Hispanic",78.9,Observed
NM,2021-22,202206.0,All,All,"Black, non-Hispanic",82.9,Observed
NM,2021-22,202112.0,All,All,"Black, non-Hispanic",55.2,Observed
NM,2021-22,202110.0,All,All,"Black, non-Hispanic",63.1,Observed
NM,2021-22,202207.0,All,All,"Black, non-Hispanic",27.6,Observed
NM,2021-22,202204.0,All,All,"Black, non-Hispanic",11.8,Observed
NM,2021-22,202208.0,All,All,"Black, non-Hispanic",39.5,Observed
CO,2021-22,202202.0,0-17 years (Children),All,"White, non-Hispanic",11.9,Observed
CO,2021-22,202205.0,0-17 years (Children),All,"White, non-Hispanic",10.6,Observed
CO,2021-22,202111.0,0-17 years (Children),All,"White, non-Hispanic",10.2,Observed
CO,2021-22,202203.0,0-17 years (Children),All,"White, non-Hispanic",1.7,Observed
CO,2021-22,202201.0,0-17 years (Children),All,"White, non-Hispanic",26.7,Observed
CO,2021-22,202206.0,0-17 years (Children),All,"White, non-Hispanic",12.2,Observed
CO,2021-22,202112.0,0-17 years (Children),All,"White, non-Hispanic",13.5,Observed
CO,2021-22,202110.0,0-17 years (Children),All,"White, non-Hispanic",12.9,Observed
CO,2021-22,202207.0,0-17 years (Children),All,"White, non-Hispanic",12.2,Observed
CO,2021-22,202204.0,0-17 years (Children),All,"White, non-Hispanic",3,Observed
CO,2021-22,202208.0,0-17 years (Children),All,"White, non-Hispanic",6.9,Observed
MD,2021-22,202202.0,0-17 years (Children),Male,All,4.9,Observed
MD,2021-22,202205.0,0-17 years (Children),Male,All,6,Observed
MD,2021-22,202111.0,0-17 years (Children),Male,All,4.3,Observed
MD,2021-22,202203.0,0-17 years (Children),Male,All,2.2,Observed
MD,2021-22,202201.0,0-17 years (Children),Male,All,27.9,Observed
MD,2021-22,202206.0,0-17 years (Children),Male,All,6.9,Observed
MD,2021-22,202112.0,0-17 years (Children),Male,All,21.4,Observed
MD,2021-22,202110.0,0-17 years (Children),Male,All,11.3,Observed
MD,2021-22,202207.0,0-17 years (Children),Male,All,8.8,Observed
MD,2021-22,202204.0,0-17 years (Children),Male,All,3.2,Observed
MD,2021-22,202208.0,0-17 years (Children),Male,All,9.2,Observed
OR,2023-24,202404.0,≥18 years (Adults),All,Hispanic,3.8,Observed
OR,2023-24,202402.0,≥18 years (Adults),All,Hispanic,16.7,Observed
OR,2023-24,202401.0,≥18 years (Adults),All,Hispanic,37.2,Observed
OR,2023-24,202311.0,≥18 years (Adults),All,Hispanic,12.8,Observed
OR,2023-24,202310.0,≥18 years (Adults),All,Hispanic,19.2,Observed
OR,2023-24,202403.0,≥18 years (Adults),All,Hispanic,9,Observed
OR,2023-24,202409.0,≥18 years (Adults),All,Hispanic,26.9,Observed
OR,2023-24,202408.0,≥18 years (Adults),All,Hispanic,28.2,Observed
OR,2023-24,202405.0,≥18 years (Adults),All,Hispanic,7.7,Observed
OR,2023-24,202406.0,≥18 years (Adults),All,Hispanic,19.2,Observed
OR,2023-24,202407.0,≥18 years (Adults),All,Hispanic,21.8,Observed
OR,2023-24,202312.0,≥18 years (Adults),All,Hispanic,17.9,Observed
CO,2023-24,202404.0,All,All,All,4.8,Observed
CO,2023-24,202402.0,All,All,All,11.1,Observed
CO,2023-24,202401.0,All,All,All,19.8,Observed
CO,2023-24,202311.0,All,All,All,25.2,Observed
CO,2023-24,202310.0,All,All,All,26,Observed
CO,2023-24,202403.0,All,All,All,7.2,Observed
CO,2023-24,202409.0,All,All,All,15.5,Observed
CO,2023-24,202408.0,All,All,All,16,Observed
CO,2023-24,202405.0,All,All,All,6.1,Observed
CO,2023-24,202406.0,All,All,All,7.7,Observed
CO,2023-24,202407.0,All,All,All,14.7,Observed
CO,2023-24,202312.0,All,All,All,23.4,Observed
CA,2023-24,202404.0,40-49 years,All,All,3,Observed
CA,2023-24,202402.0,40-49 years,All,All,7.9,Observed
CA,2023-24,202401.0,40-49 years,All,All,11.3,Observed
CA,2023-24,202311.0,40-49 years,All,All,5.9,Observed
CA,2023-24,202310.0,40-49 years,All,All,5.3,Observed
CA,2023-24,202403.0,40-49 years,All,All,3.6,Observed
CA,2023-24,202409.0,40-49 years,All,All,5.1,Observed
CA,2023-24,202408.0,40-49 years,All,All,10.5,Observed
CA,2023-24,202405.0,40-49 years,All,All,4.5,Observed
CA,2023-24,202406.0,40-49 years,All,All,7.1,Observed
CA,2023-24,202407.0,40-49 years,All,All,12.3,Observed
CA,2023-24,202312.0,40-49 years,All,All,11.3,Observed
UT,2023-24,202404.0,65-74 years,All,All,15.4,Observed
UT,2023-24,202402.0,65-74 years,All,All,22,Observed
UT,2023-24,202401.0,65-74 years,All,All,41.8,Observed
UT,2023-24,202311.0,65-74 years,All,All,40.7,Observed
UT,2023-24,202310.0,65-74 years,All,All,31.9,Observed
UT,2023-24,202403.0,65-74 years,All,All,19.8,Observed
UT,2023-24,202409.0,65-74 years,All,All,26.4,Observed
UT,2023-24,202408.0,65-74 years,All,All,25.3,Observed
UT,2023-24,202405.0,65-74 years,All,All,8.8,Observed
UT,2023-24,202406.0,65-74 years,All,All,17.6,Observed
UT,2023-24,202407.0,65-74 years,All,All,17.6,Observed
UT,2023-24,202312.0,65-74 years,All,All,60.5,Observed
MD,2023-24,202404.0,50-64 years,All,All,2.9,Observed
MD,2023-24,202402.0,50-64 years,All,All,12.3,Observed
MD,2023-24,202401.0,50-64 years,All,All,20.7,Observed
MD,2023-24,202311.0,50-64 years,All,All,14.2,Observed
MD,2023-24,202310.0,50-64 years,All,All,11.5,Observed
MD,2023-24,202403.0,50-64 years,All,All,6.3,Observed
MD,2023-24,202409.0,50-64 years,All,All,11.5,Observed
MD,2023-24,202408.0,50-64 years,All,All,11.5,Observed
MD,2023-24,202405.0,50-64 years,All,All,2.4,Observed
MD,2023-24,202406.0,50-64 years,All,All,4.8,Observed
MD,2023-24,202407.0,50-64 years,All,All,8.1,Observed
MD,2023-24,202312.0,50-64 years,All,All,15.4,Observed
CO,2023-24,202404.0,50-64 years,All,All,5.4,Observed
CO,2023-24,202402.0,50-64 years,All,All,8.3,Observed
CO,2023-24,202401.0,50-64 years,All,All,18.9,Observed
CO,2023-24,202311.0,50-64 years,All,All,23.8,Observed
CO,2023-24,202310.0,50-64 years,All,All,19.3,Observed
CO,2023-24,202403.0,50-64 years,All,All,7.1,Observed
CO,2023-24,202409.0,50-64 years,All,All,12.9,Observed
CO,2023-24,202408.0,50-64 years,All,All,13.5,Observed
CO,2023-24,202405.0,50-64 years,All,All,5,Observed
CO,2023-24,202406.0,50-64 years,All,All,6.4,Observed
CO,2023-24,202407.0,50-64 years,All,All,11.9,Observed
CO,2023-24,202312.0,50-64 years,All,All,19.1,Observed
UT,2023-24,202404.0,≥18 years (Adults),All,All,5.4,Observed
UT,2023-24,202402.0,≥18 years (Adults),All,All,8.5,Observed
UT,2023-24,202401.0,≥18 years (Adults),All,All,16.3,Observed
UT,2023-24,202311.0,≥18 years (Adults),All,All,20.7,Observed
UT,2023-24,202310.0,≥18 years (Adults),All,All,13.3,Observed
UT,2023-24,202403.0,≥18 years (Adults),All,All,8.7,Observed
UT,2023-24,202409.0,≥18 years (Adults),All,All,14.1,Observed
UT,2023-24,202408.0,≥18 years (Adults),All,All,14.6,Observed
UT,2023-24,202405.0,≥18 years (Adults),All,All,3.6,Observed
UT,2023-24,202406.0,≥18 years (Adults),All,All,6.5,Observed
UT,2023-24,202407.0,≥18 years (Adults),All,All,11.8,Observed
UT,2023-24,202312.0,≥18 years (Adults),All,All,21.4,Observed
CO,2023-24,202404.0,All,All,"Black, non-Hispanic",7,Observed
CO,2023-24,202402.0,All,All,"Black, non-Hispanic",15.1,Observed
CO,2023-24,202401.0,All,All,"Black, non-Hispanic",24.5,Observed
CO,2023-24,202311.0,All,All,"Black, non-Hispanic",27.4,Observed
CO,2023-24,202310.0,All,All,"Black, non-Hispanic",29.1,Observed
CO,2023-24,202403.0,All,All,"Black, non-Hispanic",8.7,Observed
CO,2023-24,202409.0,All,All,"Black, non-Hispanic",16.9,Observed
CO,2023-24,202408.0,All,All,"Black, non-Hispanic",27.4,Observed
CO,2023-24,202405.0,All,All,"Black, non-Hispanic",12.8,Observed
CO,2023-24,202406.0,All,All,"Black, non-Hispanic",9.9,Observed
CO,2023-24,202407.0,All,All,"Black, non-Hispanic",25.1,Observed
CO,2023-24,202312.0,All,All,"Black, non-Hispanic",25.6,Observed
TN,2023-24,202404.0,All,All,"Black, non-Hispanic",5.5,Observed
TN,2023-24,202402.0,All,All,"Black, non-Hispanic",27.1,Observed
TN,2023-24,202401.0,All,All,"Black, non-Hispanic",27.8,Observed
TN,2023-24,202311.0,All,All,"Black, non-Hispanic",13.7,Observed
TN,2023-24,202310.0,All,All,"Black, non-Hispanic",10.3,Observed
TN,2023-24,202403.0,All,All,"Black, non-Hispanic",15.8,Observed
TN,2023-24,202409.0,All,All,"Black, non-Hispanic",13.4,Observed
TN,2023-24,202408.0,All,All,"Black, non-Hispanic",26.8,Observed
TN,2023-24,202405.0,All,All,"Black, non-Hispanic",1.4,Observed
TN,2023-24,202406.0,All,All,"Black, non-Hispanic",6.9,Observed
TN,2023-24,202407.0,All,All,"Black, non-Hispanic",19.2,Observed
TN,2023-24,202312.0,All,All,"Black, non-Hispanic",27.1,Observed
MD,2023-24,202404.0,≥18 years (Adults),All,"A/PI, non-Hispanic",14.7,Observed
MD,2023-24,202402.0,≥18 years (Adults),All,"A/PI, non-Hispanic",48.6,Observed
MD,2023-24,202401.0,≥18 years (Adults),All,"A/PI, non-Hispanic",47.4,Observed
MD,2023-24,202311.0,≥18 years (Adults),All,"A/PI, non-Hispanic",32.7,Observed
MD,2023-24,202310.0,≥18 years (Adults),All,"A/PI, non-Hispanic",29.4,Observed
MD,2023-24,202403.0,≥18 years (Adults),All,"A/PI, non-Hispanic",22.6,Observed
MD,2023-24,202409.0,≥18 years (Adults),All,"A/PI, non-Hispanic",21.5,Observed
MD,2023-24,202408.0,≥18 years (Adults),All,"A/PI, non-Hispanic",29.4,Observed
MD,2023-24,202405.0,≥18 years (Adults),All,"A/PI, non-Hispanic",14.7,Observed
MD,2023-24,202406.0,≥18 years (Adults),All,"A/PI, non-Hispanic",23.7,Observed
MD,2023-24,202407.0,≥18 years (Adults),All,"A/PI, non-Hispanic",33.9,Observed
MD,2023-24,202312.0,≥18 years (Adults),All,"A/PI, non-Hispanic",40.7,Observed
TN,2023-24,202404.0,≥18 years (Adults),All,Hispanic,1.4,Observed
TN,2023-24,202402.0,≥18 years (Adults),All,Hispanic,9.8,Observed
TN,2023-24,202401.0,≥18 years (Adults),All,Hispanic,12.5,Observed
TN,2023-24,202311.0,≥18 years (Adults),All,Hispanic,9.8,Observed
TN,2023-24,202310.0,≥18 years (Adults),All,Hispanic,4.2,Observed
TN,2023-24,202403.0,≥18 years (Adults),All,Hispanic,7,Observed
TN,2023-24,202409.0,≥18 years (Adults),All,Hispanic,4.2,Observed
TN,2023-24,202408.0,≥18 years (Adults),All,Hispanic,12.5,Observed
TN,2023-24,202405.0,≥18 years (Adults),All,Hispanic,1.4,Observed
TN,2023-24,202406.0,≥18 years (Adults),All,Hispanic,1.4,Observed
TN,2023-24,202407.0,≥18 years (Adults),All,Hispanic,7,Observed
TN,2023-24,202312.0,≥18 years (Adults),All,Hispanic,5.6,Observed
COVID-NET,2023-24,202404.0,12-17 years,All,All,0.4,Observed
COVID-NET,2023-24,202402.0,12-17 years,All,All,2.7,Observed
COVID-NET,2023-24,202401.0,12-17 years,All,All,2.8,Observed
COVID-NET,2023-24,202311.0,12-17 years,All,All,1.7,Observed
COVID-NET,2023-24,202310.0,12-17 years,All,All,1,Observed
COVID-NET,2023-24,202403.0,12-17 years,All,All,1.4,Observed
COVID-NET,2023-24,202409.0,12-17 years,All,All,1.7,Observed
COVID-NET,2023-24,202408.0,12-17 years,All,All,1.7,Observed
COVID-NET,2023-24,202405.0,12-17 years,All,All,0.6,Observed
COVID-NET,2023-24,202406.0,12-17 years,All,All,0.4,Observed
COVID-NET,2023-24,202407.0,12-17 years,All,All,1.3,Observed
COVID-NET,2023-24,202312.0,12-17 years,All,All,2.6,Observed
GA,2023-24,202404.0,All,All,All,5,Observed
GA,2023-24,202402.0,All,All,All,25,Observed
GA,2023-24,202401.0,All,All,All,34.1,Observed
GA,2023-24,202311.0,All,All,All,12.9,Observed
GA,2023-24,202310.0,All,All,All,11.9,Observed
GA,2023-24,202403.0,All,All,All,12.9,Observed
GA,2023-24,202409.0,All,All,All,10.5,Observed
GA,2023-24,202408.0,All,All,All,25,Observed
GA,2023-24,202405.0,All,All,All,3.6,Observed
GA,2023-24,202406.0,All,All,All,6.7,Observed
GA,2023-24,202407.0,All,All,All,14.7,Observed
GA,2023-24,202312.0,All,All,All,26,Observed
OR,2023-24,202404.0,All,All,All,4.4,Observed
OR,2023-24,202402.0,All,All,All,15,Observed
OR,2023-24,202401.0,All,All,All,22.6,Observed
OR,2023-24,202311.0,All,All,All,15.5,Observed
OR,2023-24,202310.0,All,All,All,20.7,Observed
OR,2023-24,202403.0,All,All,All,8.4,Observed
OR,2023-24,202409.0,All,All,All,16.4,Observed
OR,2023-24,202408.0,All,All,All,16.3,Observed
OR,2023-24,202405.0,All,All,All,5.2,Observed
OR,2023-24,202406.0,All,All,All,13.4,Observed
OR,2023-24,202407.0,All,All,All,16.9,Observed
OR,2023-24,202312.0,All,All,All,20.1,Observed
UT,2023-24,202404.0,18-49 years,All,All,1.4,Observed
UT,2023-24,202402.0,18-49 years,All,All,1.8,Observed
UT,2023-24,202401.0,18-49 years,All,All,2.8,Observed
UT,2023-24,202311.0,18-49 years,All,All,4.4,Observed
UT,2023-24,202310.0,18-49 years,All,All,3,Observed
UT,2023-24,202403.0,18-49 years,All,All,2.5,Observed
UT,2023-24,202409.0,18-49 years,All,All,4.1,Observed
UT,2023-24,202408.0,18-49 years,All,All,3.9,Observed
UT,2023-24,202405.0,18-49 years,All,All,1.1,Observed
UT,2023-24,202406.0,18-49 years,All,All,1.4,Observed
UT,2023-24,202407.0,18-49 years,All,All,3.6,Observed
UT,2023-24,202312.0,18-49 years,All,All,6,Observed
CT,2023-24,202404.0,50-64 years,All,All,5.3,Observed
CT,2023-24,202402.0,50-64 years,All,All,22.4,Observed
CT,2023-24,202401.0,50-64 years,All,All,43.1,Observed
CT,2023-24,202311.0,50-64 years,All,All,33.3,Observed
CT,2023-24,202310.0,50-64 years,All,All,19.1,Observed
CT,2023-24,202403.0,50-64 years,All,All,8.1,Observed
CT,2023-24,202409.0,50-64 years,All,All,17.1,Observed
CT,2023-24,202408.0,50-64 years,All,All,23.2,Observed
CT,2023-24,202405.0,50-64 years,All,All,6.5,Observed
CT,2023-24,202406.0,50-64 years,All,All,6.1,Observed
CT,2023-24,202407.0,50-64 years,All,All,14.6,Observed
CT,2023-24,202312.0,50-64 years,All,All,41.5,Observed
MN,2023-24,202404.0,All,All,"White, non-Hispanic",6.5,Observed
MN,2023-24,202402.0,All,All,"White, non-Hispanic",19,Observed
MN,2023-24,202401.0,All,All,"White, non-Hispanic",34.4,Observed
MN,2023-24,202311.0,All,All,"White, non-Hispanic",30,Observed
MN,2023-24,202310.0,All,All,"White, non-Hispanic",23.4,Observed
MN,2023-24,202403.0,All,All,"White, non-Hispanic",11.6,Observed
MN,2023-24,202409.0,All,All,"White, non-Hispanic",19.4,Observed
MN,2023-24,202408.0,All,All,"White, non-Hispanic",20.3,Observed
MN,2023-24,202405.0,All,All,"White, non-Hispanic",6.5,Observed
MN,2023-24,202406.0,All,All,"White, non-Hispanic",9,Observed
MN,2023-24,202407.0,All,All,"White, non-Hispanic",17.5,Observed
MN,2023-24,202312.0,All,All,"White, non-Hispanic",42.8,Observed
CT,2023-24,202404.0,All,Female,All,9.1,Observed
CT,2023-24,202402.0,All,Female,All,27.6,Observed
CT,2023-24,202401.0,All,Female,All,53.6,Observed
CT,2023-24,202311.0,All,Female,All,33.4,Observed
CT,2023-24,202310.0,All,Female,All,29.5,Observed
CT,2023-24,202403.0,All,Female,All,16.2,Observed
CT,2023-24,202409.0,All,Female,All,25.8,Observed
